"CustomerID1","State","CustomerLifetimeValue","Response","Coverage","Education","EffectiveToDate","EmploymentStatus","Gender","Income","LocationCode","MaritalStatus","MonthlyPremiumAuto","MonthsSinceLastClaim","MonthsSincePolicyInception","NumberofOpenComplaints","NumberofPolicies","PolicyType","Policy","RenewOfferType","SalesChannel","TotalClaimAmount","VehicleClass","VehicleSize","pred","Error"
"BW63560","Oregon",7463.139377,"No","Basic","Bachelor","1/17/11","Employed","F",24599,"Rural","Married",64,12,50,1,2,"Corporate Auto","Corporate L2","Offer2","Branch",42.920271,"Four-Door Car","Medsize",3869.38812492555,48.1533450004929
"FV94802","Nevada",2566.867823,"No","Basic","High School or Below","02-06-11","Medical Leave","M",25049,"Suburban","Married",67,14,7,0,1,"Personal Auto","Personal L3","Offer2","Call Center",454.245098,"Two-Door Car","Medsize",3593.853451634,40.0092914575444
"OE15005","California",3945.241604,"No","Basic","College","01-05-11","Medical Leave","M",28855,"Suburban","Married",101,12,59,0,1,"Personal Auto","Personal L2","Offer3","Call Center",647.442031,"SUV","Medsize",5017.25091421998,27.1722094062147
"WC83389","Oregon",5710.333115,"No","Basic","College","2/27/11","Employed","M",51148,"Urban","Married",72,9,1,0,7,"Personal Auto","Personal L2","Offer2","Branch",308.981664,"Four-Door Car","Medsize",6078.97592094307,6.45571455323177
"FL50705","California",8162.617053,"No","Premium","High School or Below","1/14/11","Employed","F",66140,"Suburban","Married",101,11,21,0,3,"Corporate Auto","Corporate L2","Offer1","Call Center",484.8,"Four-Door Car","Small",6788.40926325819,16.8353823390104
"ZK25313","Oregon",2872.051273,"No","Basic","High School or Below","2/19/11","Employed","M",57749,"Suburban","Single",74,31,21,0,1,"Personal Auto","Personal L2","Offer1","Branch",355.2,"Two-Door Car","Medsize",4059.93870320804,41.3602445532678
"SV62436","Washington",3041.791561,"No","Extended","Bachelor","1/21/11","Disabled","F",13789,"Suburban","Divorced",79,8,49,0,1,"Personal Auto","Personal L3","Offer4","Call Center",379.2,"Four-Door Car","Medsize",4056.91939592525,33.3726954844837
"YH23384","Arizona",24127.50402,"Yes","Basic","Bachelor","1/26/11","Medical Leave","M",14072,"Suburban","Divorced",71,13,3,0,2,"Personal Auto","Personal L3","Offer1","Agent",511.2,"Four-Door Car","Medsize",4130.26579117924,82.8815040803411
"TZ98966","Nevada",2450.190996,"No","Basic","Bachelor","2/24/11","Unemployed","F",0,"Suburban","Single",73,4,44,3,1,"Corporate Auto","Corporate L3","Offer1","Branch",554.376763,"Four-Door Car","Medsize",3489.78617648458,42.4291486737869
"HM55802","California",2392.10789,"No","Basic","Bachelor","02-05-11","Disabled","F",17870,"Suburban","Married",61,30,91,0,1,"Corporate Auto","Corporate L2","Offer2","Branch",439.2,"Four-Door Car","Medsize",3557.00216272592,48.6973968689148
"FS42516","Oregon",5802.065978,"No","Basic","College","1/29/11","Employed","M",97541,"Suburban","Married",72,22,1,0,3,"Personal Auto","Personal L3","Offer2","Call Center",389.185006,"Four-Door Car","Large",4494.70544038965,22.5326727163658
"US89481","California",3946.372085,"No","Premium","Bachelor","2/28/11","Unemployed","F",0,"Suburban","Single",111,15,47,0,1,"Personal Auto","Personal L3","Offer1","Agent",799.2,"Four-Door Car","Small",4964.77454234909,25.8060424971075
"HO30839","Washington",5346.916576,"No","Extended","Master","02-12-11","Disabled","F",10511,"Urban","Married",139,33,64,0,1,"Corporate Auto","Corporate L1","Offer1","Branch",516.237951,"SUV","Medsize",7767.08515294137,45.2628826827871
"GE62437","Arizona",12902.56014,"No","Premium","College","02-02-11","Employed","F",86584,"Suburban","Single",111,33,54,2,2,"Personal Auto","Personal L3","Offer1","Call Center",532.8,"Four-Door Car","Large",5731.34056718732,55.5798190049179
"EJ77678","Oregon",3235.360468,"No","Extended","Master","02-07-11","Employed","F",75690,"Suburban","Married",80,17,44,1,1,"Personal Auto","Personal L3","Offer2","Branch",384,"Four-Door Car","Small",4317.64188123543,33.4516485547733
"SV85652","Arizona",2454.58354,"No","Basic","College","2/28/11","Employed","M",23158,"Suburban","Married",63,4,6,1,1,"Personal Auto","Personal L2","Offer4","Call Center",322.294043,"Four-Door Car","Small",3590.03173119133,46.2582826246495
"UL64533","Nevada",18975.45611,"No","Extended","High School or Below","1/22/11","Employed","M",65999,"Urban","Married",237,1,14,0,6,"Corporate Auto","Corporate L2","Offer2","Agent",615.927769,"Luxury SUV","Medsize",822985.467558987,4237.10506239308
"YV55495","Arizona",5744.229745,"No","Basic","High School or Below","1/15/11","Employed","F",68987,"Urban","Married",71,11,40,0,6,"Personal Auto","Personal L1","Offer1","Branch",204.475147,"Four-Door Car","Medsize",6245.14841210759,8.72038009175401
"KY38074","California",13891.73567,"No","Premium","Bachelor","01-08-11","Employed","M",42305,"Suburban","Married",117,10,62,0,2,"Personal Auto","Personal L3","Offer1","Agent",561.6,"Four-Door Car","Small",6619.35640909472,52.3504005090624
"DM79012","Oregon",7380.976717,"No","Extended","Master","02-06-11","Employed","F",65706,"Suburban","Married",91,19,86,0,8,"Personal Auto","Personal L3","Offer2","Web",436.8,"Four-Door Car","Small",9306.26718259826,26.0844944973732
"CM61827","Oregon",3090.034104,"No","Extended","Bachelor","1/25/11","Unemployed","M",0,"Suburban","Single",90,7,79,0,1,"Personal Auto","Personal L2","Offer3","Agent",648,"Two-Door Car","Small",4145.18831169954,34.1470084855587
"WC35801","Arizona",2521.633095,"No","Basic","High School or Below","02-07-11","Employed","M",53243,"Rural","Divorced",66,4,15,2,1,"Personal Auto","Personal L3","Offer1","Call Center",157.397849,"Four-Door Car","Medsize",3894.29697560207,54.4355117849557
"MB98372","Oregon",2771.045031,"Yes","Basic","College","01-11-11","Employed","F",50071,"Rural","Single",71,3,32,0,1,"Corporate Auto","Corporate L3","Offer2","Agent",18.918935,"Two-Door Car","Medsize",3716.52558986217,34.119999793759
"IL19217","California",3939.00637,"Yes","Extended","Bachelor","1/28/11","Employed","F",60021,"Suburban","Married",99,12,28,0,1,"Personal Auto","Personal L2","Offer2","Agent",882.871945,"Four-Door Car","Small",4753.36664906699,20.6742564639972
"SR38658","Arizona",12231.87968,"No","Basic","High School or Below","02-08-11","Employed","M",43244,"Suburban","Married",103,15,16,0,2,"Personal Auto","Personal L2","Offer4","Agent",494.4,"Sports Car","Medsize",5479.79605102801,55.2007034537147
"DH41343","Washington",2443.665166,"No","Basic","College","2/23/11","Employed","M",92834,"Suburban","Married",61,15,56,0,1,"Special Auto","Special L2","Offer2","Call Center",292.8,"Four-Door Car","Large",3789.47025769852,55.0732199494192
"BU27331","Arizona",4468.510542,"No","Basic","Bachelor","1/31/11","Unemployed","M",0,"Suburban","Single",73,7,57,3,5,"Personal Auto","Personal L3","Offer3","Call Center",579.165954,"Four-Door Car","Medsize",4241.65599161978,5.07673750006831
"XM45289","Oregon",5514.344018,"No","Basic","High School or Below","01-02-11","Employed","F",23218,"Suburban","Single",71,7,10,0,4,"Personal Auto","Personal L2","Offer4","Agent",447.79344,"Two-Door Car","Medsize",4378.74629442421,20.593523361418
"KP34198","California",3343.875326,"No","Extended","Bachelor","02-07-11","Unemployed","F",0,"Suburban","Married",92,11,77,0,1,"Corporate Auto","Corporate L2","Offer2","Call Center",529.624084,"Four-Door Car","Medsize",4213.68332642435,26.0119745990898
"SH90947","Arizona",2294.478927,"No","Basic","High School or Below","1/18/11","Unemployed","F",0,"Suburban","Married",62,11,56,0,1,"Personal Auto","Personal L2","Offer4","Branch",313.023175,"Four-Door Car","Medsize",3440.17296453571,49.9326458854728
"WE95729","Oregon",36707.42639,"No","Basic","College","1/17/11","Employed","M",24804,"Suburban","Married",104,1,28,0,2,"Personal Auto","Personal L2","Offer1","Agent",593.830288,"SUV","Small",6410.34021001814,82.5366667172165
"PY51963","California",33473.34946,"Yes","Basic","Bachelor","01-11-11","Employed","F",33190,"Suburban","Divorced",106,18,95,0,2,"Corporate Auto","Corporate L1","Offer1","Web",508.8,"SUV","Medsize",6487.58782110766,80.6186475934827
"RB69909","Nevada",7983.431709,"No","Basic","High School or Below","2/21/11","Employed","F",36014,"Rural","Married",69,4,40,3,2,"Special Auto","Special L1","Offer4","Branch",173.956072,"Four-Door Car","Medsize",3723.54384690945,53.3591069275162
"XR95069","Washington",4854.745666,"No","Basic","Bachelor","2/16/11","Employed","M",29834,"Suburban","Single",64,19,44,0,3,"Personal Auto","Personal L3","Offer4","Agent",307.2,"Four-Door Car","Medsize",4000.10191095214,17.6042951340029
"SY17488","Arizona",7164.395543,"No","Extended","College","02-05-11","Employed","F",46623,"Suburban","Divorced",91,1,53,0,3,"Corporate Auto","Corporate L3","Offer3","Call Center",436.8,"Four-Door Car","Small",5535.070251085,22.7419784702833
"FS37417","Arizona",3958.002823,"No","Basic","High School or Below","2/23/11","Unemployed","F",0,"Suburban","Married",101,29,12,0,1,"Personal Auto","Personal L2","Offer1","Call Center",484.8,"SUV","Small",5215.97063993672,31.782893373058
"ML29312","Oregon",4499.493252,"No","Extended","High School or Below","1/28/11","Disabled","F",16969,"Suburban","Divorced",124,34,47,2,1,"Personal Auto","Personal L3","Offer1","Call Center",704.768111,"SUV","Medsize",6493.30540847756,44.3119268062313
"UB61619","Oregon",4059.567414,"No","Premium","Master","2/28/11","Disabled","F",11621,"Suburban","Divorced",108,4,98,0,1,"Personal Auto","Personal L1","Offer1","Agent",518.4,"Four-Door Car","Medsize",5314.82182581326,30.9208909176957
"CD86811","Arizona",4458.113369,"Yes","Basic","Bachelor","01-02-11","Retired","M",17622,"Suburban","Divorced",65,1,36,1,3,"Personal Auto","Personal L1","Offer1","Agent",312,"Four-Door Car","Medsize",4146.81225269516,6.98279946107927
"RU83859","California",8110.333139,"No","Premium","Bachelor","1/22/11","Medical Leave","F",11489,"Suburban","Married",105,4,50,0,6,"Personal Auto","Personal L3","Offer1","Call Center",504,"Two-Door Car","Small",8676.04683856842,6.9752214844059
"FG63582","Oregon",3339.764873,"No","Extended","Bachelor","1/15/11","Unemployed","M",0,"Suburban","Single",94,20,53,0,1,"Personal Auto","Personal L3","Offer1","Agent",863.327324,"Two-Door Car","Small",4427.06830754225,32.556286921048
"NN71951","California",24261.01777,"No","Basic","High School or Below","1/27/11","Employed","F",66525,"Rural","Married",100,0,86,0,2,"Personal Auto","Personal L3","Offer1","Agent",104.331355,"SUV","Medsize",6428.74699520367,73.5017423582569
"SM52139","Washington",2930.693543,"No","Basic","College","1/31/11","Employed","M",33663,"Suburban","Married",73,29,71,0,1,"Personal Auto","Personal L3","Offer3","Web",350.4,"Four-Door Car","Medsize",3973.06293241565,35.5673281467917
"FL82372","Oregon",8672.194272,"No","Basic","College","1/26/11","Employed","F",22547,"Suburban","Divorced",112,7,60,0,3,"Corporate Auto","Corporate L3","Offer1","Agent",537.6,"SUV","Medsize",7447.74438407974,14.1192626631261
"DP45816","Arizona",11638.66926,"No","Extended","High School or Below","01-10-11","Employed","F",61486,"Urban","Married",97,5,65,0,2,"Personal Auto","Personal L3","Offer4","Branch",465.258644,"Two-Door Car","Small",5016.25681122985,56.9000828258793
"GW33762","Oregon",6846.150323,"Yes","Extended","Bachelor","1/27/11","Unemployed","F",0,"Suburban","Divorced",95,13,20,0,5,"Personal Auto","Personal L3","Offer1","Call Center",456,"Two-Door Car","Large",6538.80430493631,4.48932616964527
"HB20453","Oregon",6781.270203,"No","Basic","Bachelor","02-04-11","Unemployed","M",0,"Suburban","Single",104,30,3,1,5,"Personal Auto","Personal L3","Offer1","Agent",982.399613,"Sports Car","Medsize",6786.97346720054,0.0841031846513634
"BN87372","Oregon",4974.801539,"Yes","Basic","Bachelor","1/18/11","Employed","M",75644,"Suburban","Divorced",65,5,68,3,9,"Personal Auto","Personal L3","Offer2","Branch",467.803638,"Two-Door Car","Medsize",6445.74472488938,29.567876715441
"DZ87709","Oregon",5592.161392,"No","Basic","High School or Below","02-01-11","Employed","F",71811,"Rural","Single",71,17,48,0,6,"Personal Auto","Personal L1","Offer2","Call Center",29.03416,"Four-Door Car","Medsize",5280.4975610219,5.57322668519476
"XW13033","Nevada",8009.472833,"No","Basic","College","2/15/11","Employed","M",20961,"Suburban","Married",67,20,33,0,2,"Personal Auto","Personal L1","Offer2","Agent",321.6,"Four-Door Car","Medsize",3999.90241450963,50.0603535599803
"ZU35962","California",8025.229358,"No","Extended","College","1/26/11","Unemployed","F",0,"Rural","Single",77,20,26,0,2,"Personal Auto","Personal L3","Offer3","Branch",25.807685,"Two-Door Car","Large",4216.36184947599,47.4611670098514
"SQ19467","Oregon",6554.216396,"No","Extended","College","1/27/11","Disabled","F",25222,"Suburban","Single",90,28,69,0,3,"Personal Auto","Personal L3","Offer2","Agent",475.623251,"Four-Door Car","Small",4750.14182063452,27.5254045085618
"ET79815","California",5926.729379,"Yes","Extended","College","1/25/11","Retired","M",23091,"Suburban","Married",96,28,90,5,5,"Personal Auto","Personal L1","Offer1","Agent",460.8,"Four-Door Car","Medsize",5488.09566986014,7.40094040220653
"QC35222","California",2683.470677,"No","Basic","Bachelor","01-01-11","Employed","F",48269,"Urban","Married",69,3,79,3,1,"Corporate Auto","Corporate L2","Offer3","Web",282.151207,"Four-Door Car","Medsize",3676.39650388646,37.0015530781395
"CJ15590","Oregon",2695.182419,"No","Basic","Bachelor","02-01-11","Employed","F",32720,"Suburban","Divorced",67,13,12,0,1,"Personal Auto","Personal L2","Offer3","Branch",321.6,"Four-Door Car","Medsize",3879.07557973109,43.926272017252
"OI48267","California",6047.02516,"Yes","Extended","College","2/19/11","Employed","M",20396,"Suburban","Married",76,15,60,1,4,"Personal Auto","Personal L3","Offer1","Branch",364.8,"Four-Door Car","Medsize",5737.8771919689,5.11239758147619
"OE75231","Washington",10656.88195,"Yes","Extended","Bachelor","2/27/11","Employed","F",72540,"Suburban","Married",88,7,3,0,2,"Corporate Auto","Corporate L3","Offer2","Call Center",631.743039,"Two-Door Car","Medsize",4935.26164988023,53.6894405602361
"CZ33664","Oregon",2527.653796,"No","Basic","Bachelor","1/17/11","Employed","F",80744,"Rural","Married",63,24,84,0,1,"Corporate Auto","Corporate L3","Offer1","Agent",11.879037,"Four-Door Car","Medsize",4095.54175172714,62.0293791107119
"WK30175","Oregon",2672.095756,"No","Basic","Bachelor","02-10-11","Employed","M",52822,"Suburban","Married",67,23,88,0,1,"Corporate Auto","Corporate L1","Offer1","Branch",350.529033,"Two-Door Car","Small",4120.63579660416,54.2098851566814
"TV87155","Oregon",20946.19251,"No","Basic","Bachelor","2/24/11","Employed","F",69738,"Suburban","Married",74,2,26,1,2,"Personal Auto","Personal L3","Offer1","Branch",492.127532,"Four-Door Car","Large",4425.47008534022,78.8721979747516
"KH48895","Arizona",8375.353929,"No","Basic","Master","2/15/11","Medical Leave","F",17780,"Rural","Married",109,12,18,0,9,"Personal Auto","Personal L3","Offer1","Branch",132.588288,"SUV","Medsize",17672.4133961062,111.00497418879
"RI22468","Arizona",5745.94334,"No","Basic","Bachelor","1/22/11","Employed","F",57740,"Urban","Married",74,30,87,3,9,"Personal Auto","Personal L1","Offer3","Web",269.905129,"Four-Door Car","Medsize",7060.30967126544,22.874683119751
"UG93476","California",8002.308333,"Yes","Basic","College","01-11-11","Unemployed","F",0,"Suburban","Married",107,3,65,0,3,"Personal Auto","Personal L3","Offer1","Agent",513.6,"SUV","Medsize",6444.28509832045,19.4696726225176
"AB96670","California",2393.915369,"Yes","Basic","College","1/31/11","Unemployed","M",0,"Suburban","Single",70,24,10,0,1,"Personal Auto","Personal L1","Offer1","Branch",425.266308,"Four-Door Car","Medsize",3690.38458883398,54.1568526867159
"XK64261","Oregon",4762.8179,"No","Basic","Bachelor","01-12-11","Employed","M",65795,"Rural","Single",62,2,85,1,3,"Corporate Auto","Corporate L3","Offer3","Call Center",49.011099,"Two-Door Car","Medsize",4120.29472496322,13.4903997702029
"UN51653","California",9402.729769,"No","Extended","High School or Below","02-09-11","Unemployed","F",0,"Suburban","Single",130,28,88,0,4,"Personal Auto","Personal L3","Offer1","Web",936,"SUV","Medsize",9416.87619919923,0.1504502473938
"MR52087","California",7694.064293,"No","Basic","Bachelor","01-04-11","Employed","F",32303,"Rural","Married",65,13,34,0,2,"Personal Auto","Personal L1","Offer3","Branch",45.152521,"Four-Door Car","Medsize",4109.2471208851,46.5919835811139
"DE75225","Oregon",8717.561149,"No","Basic","High School or Below","01-09-11","Unemployed","M",0,"Suburban","Married",117,5,89,1,3,"Personal Auto","Personal L1","Offer1","Agent",561.6,"SUV","Medsize",6566.21067807776,24.6783525134094
"EP80820","California",5928.748528,"No","Basic","Bachelor","1/27/11","Employed","F",40531,"Rural","Married",74,17,32,0,9,"Personal Auto","Personal L3","Offer1","Agent",30.567357,"Two-Door Car","Medsize",8865.86803704193,49.5402949740683
"GU99037","Oregon",2452.977288,"No","Basic","College","2/14/11","Employed","M",79898,"Urban","Married",62,5,86,1,1,"Corporate Auto","Corporate L1","Offer4","Agent",271.606799,"Four-Door Car","Medsize",3651.23386374316,48.8490693169091
"YQ74870","Washington",7556.24034,"No","Extended","High School or Below","02-12-11","Employed","M",35257,"Suburban","Divorced",98,16,2,1,8,"Corporate Auto","Corporate L2","Offer2","Web",470.4,"Four-Door Car","Small",9024.95759964479,19.4371432558852
"MQ14219","Arizona",8492.6988,"No","Basic","College","2/26/11","Employed","M",27804,"Suburban","Married",109,19,54,0,7,"Personal Auto","Personal L3","Offer2","Branch",784.8,"SUV","Medsize",10821.6613098802,27.4231144271853
"KN20603","Oregon",7713.494046,"No","Basic","Bachelor","2/20/11","Employed","M",45506,"Suburban","Single",66,16,32,2,2,"Personal Auto","Personal L3","Offer1","Agent",316.8,"Four-Door Car","Medsize",3974.97243638016,48.4672910528599
"VF72557","Oregon",4772.943848,"Yes","Extended","High School or Below","2/18/11","Retired","M",20993,"Suburban","Divorced",133,35,90,0,1,"Personal Auto","Personal L3","Offer2","Agent",638.4,"SUV","Medsize",6240.18497649165,30.7408001270843
"OO88645","California",3103.923041,"No","Extended","College","02-05-11","Employed","F",74665,"Urban","Married",78,10,90,2,1,"Corporate Auto","Corporate L2","Offer2","Call Center",236.902001,"Four-Door Car","Medsize",4175.29439608173,34.5166855276336
"YT36855","Washington",2981.875575,"No","Extended","College","2/24/11","Unemployed","M",0,"Suburban","Married",83,26,89,0,1,"Personal Auto","Personal L2","Offer3","Web",582.679087,"Two-Door Car","Medsize",4217.03324364884,41.4221733128098
"CW82151","California",8902.737595,"No","Basic","Bachelor","01-05-11","Employed","M",46833,"Rural","Married",112,6,3,0,9,"Personal Auto","Personal L3","Offer1","Call Center",64.109663,"Sports Car","Medsize",23822.2951035676,167.583929654927
"DY22043","Oregon",5499.447223,"No","Basic","High School or Below","1/28/11","Employed","F",88768,"Suburban","Married",68,17,77,0,7,"Personal Auto","Personal L3","Offer3","Branch",326.4,"Two-Door Car","Small",6391.58890781149,16.2223883353283
"SH36774","California",15023.59858,"No","Basic","High School or Below","01-12-11","Employed","M",28262,"Suburban","Single",192,9,77,0,3,"Personal Auto","Personal L3","Offer3","Web",921.6,"Luxury SUV","Medsize",8499.84387844853,43.423382665696
"EM43724","Nevada",2509.107875,"No","Basic","Bachelor","2/16/11","Employed","F",33555,"Rural","Married",63,17,11,0,1,"Personal Auto","Personal L3","Offer1","Agent",101.89645,"Four-Door Car","Medsize",4019.56268829165,60.1988789856895
"FH85960","Oregon",31221.7481,"No","Premium","College","01-03-11","Employed","M",42780,"Suburban","Divorced",113,10,27,1,2,"Personal Auto","Personal L2","Offer1","Call Center",542.4,"Four-Door Car","Medsize",6203.71166690444,80.1301591216654
"GO36627","Arizona",3837.451863,"No","Extended","College","1/13/11","Employed","M",21880,"Urban","Married",97,29,37,0,1,"Special Auto","Special L2","Offer1","Branch",424.077159,"Four-Door Car","Medsize",5089.02407627176,32.6146687425368
"QH48047","Oregon",11790.49617,"Yes","Basic","College","01-03-11","Retired","M",25251,"Suburban","Divorced",66,13,43,0,2,"Personal Auto","Personal L2","Offer2","Web",316.8,"Four-Door Car","Medsize",3726.16509812877,68.3968762263822
"RB50392","Washington",7838.068321,"No","Basic","Master","2/17/11","Unemployed","F",0,"Rural","Married",69,9,12,0,2,"Personal Auto","Personal L1","Offer2","Agent",2.704934,"Four-Door Car","Medsize",3769.04819613583,51.9135577571111
"UH65059","Arizona",4305.808345,"No","Basic","High School or Below","1/21/11","Employed","M",24188,"Suburban","Married",109,14,82,0,1,"Personal Auto","Personal L3","Offer1","Agent",523.2,"Sports Car","Medsize",5818.22421359436,35.1250159647864
"QA87025","Oregon",5670.442396,"No","Basic","Bachelor","1/31/11","Employed","F",28406,"Urban","Married",72,16,35,1,4,"Personal Auto","Personal L3","Offer1","Call Center",192.87572,"Four-Door Car","Medsize",4987.33202973894,12.0468619299076
"TQ13499","Arizona",4731.749346,"No","Premium","College","01-02-11","Employed","M",69833,"Suburban","Married",118,32,99,0,1,"Personal Auto","Personal L3","Offer1","Agent",828.662719,"Four-Door Car","Small",6130.1068799937,29.5526544569782
"PU25891","Oregon",9618.310865,"No","Basic","High School or Below","01-11-11","Employed","F",80536,"Rural","Married",119,5,83,0,3,"Special Auto","Special L2","Offer1","Branch",53.798708,"Sports Car","Medsize",7910.73912262716,17.7533432464375
"RB81636","Washington",2274.775451,"No","Basic","College","1/15/11","Unemployed","F",0,"Suburban","Single",63,2,5,0,1,"Personal Auto","Personal L2","Offer2","Agent",606.642452,"Four-Door Car","Small",3372.62887246085,48.2620568539292
"SX26335","Oregon",9552.926922,"No","Extended","College","02-08-11","Employed","F",97732,"Urban","Married",79,0,70,0,2,"Personal Auto","Personal L3","Offer4","Branch",289.9122,"Four-Door Car","Medsize",4711.68067439108,50.6781459456131
"AZ95587","Arizona",10388.55323,"No","Extended","Bachelor","01-11-11","Employed","F",61222,"Urban","Single",89,20,55,0,2,"Special Auto","Special L3","Offer3","Branch",392.604371,"Four-Door Car","Small",4847.52559898641,53.3378181575105
"LP84436","California",9047.119209,"No","Extended","High School or Below","1/21/11","Unemployed","F",0,"Suburban","Single",127,30,11,0,6,"Personal Auto","Personal L2","Offer3","Branch",1087.995426,"Sports Car","Medsize",10638.3019686346,17.5877284567197
"LM19287","Oregon",3731.504584,"Yes","Extended","High School or Below","2/24/11","Unemployed","F",0,"Suburban","Married",96,31,34,0,1,"Personal Auto","Personal L1","Offer1","Agent",460.8,"Four-Door Car","Large",4661.01864512922,24.9099000203511
"ZU18643","Nevada",3660.770258,"No","Extended","Bachelor","1/18/11","Employed","M",64495,"Urban","Married",92,34,30,0,1,"Corporate Auto","Corporate L2","Offer4","Web",251.992083,"Four-Door Car","Medsize",4554.53214926327,24.4145856820733
"AZ82578","California",7928.829252,"No","Basic","College","1/30/11","Unemployed","F",0,"Suburban","Married",72,7,75,0,2,"Corporate Auto","Corporate L3","Offer1","Call Center",345.6,"Four-Door Car","Medsize",4108.07994190322,48.1880639456704
"XC67861","Arizona",5011.751577,"No","Basic","Bachelor","01-09-11","Employed","F",28859,"Suburban","Divorced",67,24,51,3,4,"Corporate Auto","Corporate L2","Offer1","Call Center",321.6,"Two-Door Car","Medsize",4609.07247461724,8.03469797327428
"YC43143","Arizona",7988.258292,"No","Extended","High School or Below","02-01-11","Employed","F",77330,"Rural","Married",99,0,21,0,3,"Personal Auto","Personal L3","Offer2","Web",99.257608,"Four-Door Car","Medsize",5636.20813037115,29.4438421449687
"EK59571","Oregon",3885.456401,"Yes","Premium","College","2/28/11","Unemployed","M",0,"Suburban","Married",105,3,92,0,1,"Corporate Auto","Corporate L2","Offer1","Branch",504,"Four-Door Car","Large",5093.81825261814,31.0996116519837
"GD83998","Washington",2659.337982,"No","Basic","Bachelor","1/31/11","Employed","M",24495,"Suburban","Single",70,29,65,0,1,"Personal Auto","Personal L2","Offer4","Branch",336,"Four-Door Car","Small",3616.7244304702,36.0009316209662
"WA25797","Washington",8564.768226,"Yes","Basic","High School or Below","2/17/11","Employed","M",95697,"Rural","Married",107,29,29,0,9,"Personal Auto","Personal L3","Offer2","Agent",178.006524,"Sports Car","Medsize",16432.3873946848,91.8602694326406
"BS77946","Arizona",9753.307106,"No","Extended","Bachelor","2/24/11","Medical Leave","F",17514,"Rural","Married",127,2,5,0,3,"Personal Auto","Personal L1","Offer1","Branch",8.312729,"SUV","Medsize",8995.4977372473,7.76976835156262
