"CustomerID2","State","CustomerLifetimeValue","Response","Coverage","Education","EffectiveToDate","EmploymentStatus","Gender","Income","LocationCode","MaritalStatus","MonthlyPremiumAuto","MonthsSinceLastClaim","MonthsSincePolicyInception","NumberofOpenComplaints","NumberofPolicies","PolicyType","Policy","RenewOfferType","SalesChannel","TotalClaimAmount","VehicleClass","VehicleSize","pred","Error"
"GY55092","Nevada",4772.943848,"Yes","Extended","High School or Below","2/18/11","Retired","M",20993,"Suburban","Divorced",133,35,90,0,1,"Personal Auto","Personal L3","Offer2","Agent",638.4,"SUV","Medsize",6198.4484037611,29.8663592356829
"JM62924","Washington",13223.04379,"No","Extended","Bachelor","02-09-11","Employed","M",37534,"Suburban","Married",84,2,0,2,2,"Personal Auto","Personal L3","Offer3","Branch",403.2,"Four-Door Car","Medsize",4753.16356254963,64.0539376709602
"EM66435","Oregon",2623.31543,"No","Basic","Bachelor","02-06-11","Employed","F",80210,"Rural","Divorced",65,30,28,0,1,"Corporate Auto","Corporate L3","Offer1","Agent",20.543176,"Four-Door Car","Medsize",3990.05250006034,52.0996085499464
"GU66096","Arizona",5457.342569,"No","Basic","High School or Below","02-02-11","Employed","M",94731,"Suburban","Married",67,23,65,0,4,"Personal Auto","Personal L2","Offer2","Agent",321.6,"Four-Door Car","Medsize",4529.84346277867,16.9954349483193
"LW93867","Oregon",4812.525221,"No","Basic","College","01-03-11","Medical Leave","M",16531,"Rural","Married",63,0,40,0,4,"Corporate Auto","Corporate L1","Offer1","Web",102.879769,"Four-Door Car","Medsize",4425.69450097673,8.03799881058883
"XW90265","Arizona",5773.520711,"No","Basic","Bachelor","2/15/11","Employed","F",81676,"Suburban","Married",72,21,86,0,8,"Personal Auto","Personal L2","Offer1","Agent",463.158502,"Two-Door Car","Small",8083.88496851171,40.0165578883244
"AE98193","Washington",7859.414569,"No","Basic","High School or Below","01-01-11","Unemployed","M",0,"Suburban","Single",113,19,10,0,7,"Personal Auto","Personal L1","Offer1","Branch",813.6,"SUV","Medsize",10144.9964664927,29.0808161018476
"AZ74055","Oregon",4115.577437,"No","Premium","High School or Below","2/23/11","Employed","M",52405,"Suburban","Married",103,2,27,0,1,"Personal Auto","Personal L3","Offer4","Call Center",494.4,"Four-Door Car","Medsize",4879.69680928344,18.5665167034358
"NA12740","Oregon",5004.310469,"No","Basic","Master","02-10-11","Disabled","M",25486,"Rural","Married",65,15,53,0,3,"Special Auto","Special L3","Offer1","Web",72.438681,"Two-Door Car","Medsize",4368.83996690416,12.6984627758881
"UA84837","Arizona",8630.053943,"No","Premium","College","01-02-11","Employed","M",24065,"Suburban","Divorced",111,30,1,0,5,"Corporate Auto","Corporate L2","Offer1","Branch",532.8,"Four-Door Car","Medsize",8078.62622627901,6.38962074122681
"VM58985","California",16727.56063,"No","Extended","College","1/19/11","Unemployed","M",0,"Suburban","Single",76,33,36,2,2,"Personal Auto","Personal L3","Offer3","Branch",402.636829,"Two-Door Car","Medsize",4136.19971202071,75.273144701071
"UO98052","Nevada",6158.601171,"No","Extended","College","01-07-11","Unemployed","M",0,"Urban","Single",89,13,45,0,5,"Personal Auto","Personal L2","Offer1","Web",342.481173,"Four-Door Car","Medsize",6046.72464564388,1.8165898756836
"NT89061","Arizona",6323.923864,"No","Extended","High School or Below","01-07-11","Employed","F",78532,"Suburban","Married",78,25,87,0,3,"Personal Auto","Personal L3","Offer2","Call Center",374.4,"Four-Door Car","Medsize",5059.35760009565,19.9965447260222
"ZG48513","California",4706.676993,"No","Basic","Bachelor","2/17/11","Unemployed","M",0,"Suburban","Single",72,0,86,0,7,"Personal Auto","Personal L2","Offer1","Agent",345.6,"Four-Door Car","Medsize",5643.56147724028,19.9054340383599
"JQ59145","California",8093.410258,"No","Basic","High School or Below","02-12-11","Unemployed","M",0,"Suburban","Married",114,9,72,1,5,"Personal Auto","Personal L1","Offer1","Agent",722.024742,"Sports Car","Medsize",8375.76712714596,3.4887255204549
"MC62068","California",7288.884849,"No","Extended","High School or Below","01-08-11","Employed","M",79494,"Urban","Married",91,19,30,0,3,"Personal Auto","Personal L2","Offer4","Agent",396.295614,"Four-Door Car","Large",5427.67330559402,25.5349286202722
"RH42306","Arizona",4992.063043,"No","Basic","Bachelor","1/27/11","Unemployed","F",0,"Suburban","Single",71,6,5,0,3,"Corporate Auto","Corporate L2","Offer3","Web",653.388564,"Four-Door Car","Small",4102.55098001039,17.8185262350985
"MF82000","Washington",2365.348601,"No","Basic","Bachelor","1/13/11","Unemployed","F",0,"Rural","Married",66,25,51,2,1,"Special Auto","Special L2","Offer2","Branch",159.636956,"Four-Door Car","Medsize",3346.56036428141,41.4827549252815
"SY56792","Oregon",7035.534088,"No","Premium","High School or Below","01-04-11","Unemployed","M",0,"Suburban","Divorced",101,16,88,0,8,"Corporate Auto","Corporate L3","Offer3","Web",727.2,"Four-Door Car","Medsize",8990.79578126982,27.7912333138256
"YR34119","Washington",31161.74523,"No","Basic","College","02-02-11","Employed","F",30916,"Rural","Married",112,7,65,0,2,"Personal Auto","Personal L1","Offer1","Agent",200.11606,"SUV","Small",6653.24691088087,78.6493122841025
"RR77985","Oregon",2887.742258,"No","Extended","Bachelor","01-03-11","Unemployed","F",0,"Suburban","Single",80,24,95,0,1,"Personal Auto","Personal L1","Offer1","Call Center",676.944023,"Four-Door Car","Medsize",4281.52112429903,48.2653485586467
"WV17090","California",25585.72783,"No","Basic","Bachelor","02-01-11","Unemployed","M",0,"Suburban","Married",116,0,45,0,2,"Corporate Auto","Corporate L1","Offer2","Call Center",830.623064,"SUV","Medsize",5242.35037864712,79.510645882427
"MQ68407","Oregon",4376.363592,"Yes","Premium","Bachelor","2/28/11","Employed","F",63774,"Rural","Divorced",111,18,63,0,1,"Personal Auto","Personal L3","Offer2","Agent",60.036683,"Four-Door Car","Medsize",5028.27628577932,14.8962187458789
"QA17596","California",3903.474784,"No","Extended","Bachelor","01-03-11","Employed","F",60068,"Suburban","Married",98,17,75,0,1,"Personal Auto","Personal L3","Offer2","Agent",470.4,"Two-Door Car","Small",4831.09707467336,23.7640139107752
"TE34064","California",2168.523464,"No","Basic","High School or Below","01-06-11","Unemployed","M",0,"Suburban","Single",63,1,56,0,1,"Personal Auto","Personal L3","Offer2","Agent",453.6,"Four-Door Car","Medsize",3273.80568504888,50.9693457044778
"KU56006","Arizona",5536.386959,"No","Basic","College","01-07-11","Employed","F",52220,"Suburban","Married",70,17,42,1,5,"Personal Auto","Personal L2","Offer1","Call Center",336,"Four-Door Car","Small",5440.86369628485,1.72537186115327
"MJ69973","Arizona",2840.85429,"No","Basic","High School or Below","2/27/11","Unemployed","M",0,"Suburban","Married",74,17,73,0,1,"Personal Auto","Personal L3","Offer1","Call Center",402.449823,"Two-Door Car","Medsize",3833.72331545099,34.9496638720951
"TW43626","California",8082.880956,"No","Basic","College","1/21/11","Employed","M",53554,"Suburban","Married",67,6,5,0,2,"Personal Auto","Personal L2","Offer1","Agent",327.020539,"Four-Door Car","Large",4253.96002170902,47.3707450986116
"VE89726","California",8024.89992,"No","Basic","High School or Below","1/15/11","Unemployed","F",0,"Suburban","Single",119,6,48,1,8,"Personal Auto","Personal L1","Offer3","Branch",856.8,"SUV","Medsize",12097.0237549849,50.7436089618533
"GE87503","California",18211.14319,"No","Premium","High School or Below","02-07-11","Employed","M",53690,"Suburban","Married",154,20,97,0,2,"Personal Auto","Personal L3","Offer4","Call Center",739.2,"SUV","Small",10119.9879622961,44.4296941893624
"FY32213","California",5595.389905,"Yes","Basic","High School or Below","02-05-11","Employed","F",74454,"Suburban","Single",71,25,29,0,3,"Personal Auto","Personal L3","Offer2","Call Center",340.8,"Four-Door Car","Medsize",4229.83194766408,24.4050545274007
"RZ13254","Nevada",7562.824036,"No","Basic","Bachelor","1/15/11","Unemployed","F",0,"Suburban","Single",73,23,91,0,2,"Personal Auto","Personal L1","Offer2","Branch",350.4,"Four-Door Car","Large",3661.87791856367,51.5805484679709
"HR85211","Washington",5123.170887,"No","Basic","Master","1/14/11","Employed","F",89879,"Rural","Married",63,17,20,0,3,"Personal Auto","Personal L3","Offer2","Web",94.030308,"Two-Door Car","Medsize",4255.96012127761,16.9272270016003
"WB38524","California",2969.593296,"No","Basic","High School or Below","01-01-11","Employed","M",46131,"Suburban","Married",74,27,28,0,1,"Personal Auto","Personal L3","Offer2","Branch",355.2,"Two-Door Car","Small",3764.98729487153,26.7846105371706
"CE56187","Oregon",4363.124641,"No","Basic","Master","01-10-11","Employed","F",54514,"Urban","Divorced",109,5,36,3,1,"Personal Auto","Personal L2","Offer2","Branch",286.234931,"SUV","Medsize",4790.99904777898,9.80660517369288
"JZ61422","Nevada",5272.191556,"No","Basic","College","02-07-11","Employed","F",96668,"Suburban","Single",66,2,95,0,3,"Personal Auto","Personal L2","Offer1","Agent",316.8,"Four-Door Car","Medsize",4648.32256511537,11.8332003732801
"RN97635","Arizona",3214.979402,"No","Extended","Bachelor","02-04-11","Employed","M",53984,"Suburban","Divorced",80,15,62,0,1,"Corporate Auto","Corporate L2","Offer1","Call Center",421.484456,"Four-Door Car","Small",4568.0473611541,42.0863647932665
"JJ97525","California",4929.549699,"Yes","Basic","Bachelor","1/26/11","Employed","M",25632,"Suburban","Married",63,27,52,0,7,"Personal Auto","Personal L1","Offer2","Call Center",351.270869,"Two-Door Car","Medsize",5338.6224194804,8.29837907027056
"MC83487","Arizona",4276.915328,"No","Basic","Bachelor","1/28/11","Disabled","M",18768,"Suburban","Single",68,19,53,3,3,"Corporate Auto","Corporate L3","Offer1","Agent",647.454583,"Four-Door Car","Medsize",4042.99817243458,5.46929592068413
"CR57148","Oregon",5960.581363,"No","Basic","Master","02-03-11","Employed","F",47945,"Rural","Married",74,32,39,0,3,"Personal Auto","Personal L3","Offer2","Branch",128.43823,"Two-Door Car","Medsize",4370.21438431413,26.6814070949185
"YL74732","California",3832.118106,"No","Basic","High School or Below","2/14/11","Disabled","F",15192,"Suburban","Married",100,1,7,0,1,"Personal Auto","Personal L2","Offer4","Web",480,"SUV","Medsize",4823.96176514431,25.8823875389269
"GL56175","Arizona",3589.710715,"No","Extended","College","01-05-11","Employed","M",79298,"Urban","Married",90,22,2,0,1,"Personal Auto","Personal L1","Offer2","Call Center",244.362072,"Four-Door Car","Medsize",4542.72677409834,26.5485476341048
"UK52289","Arizona",2582.408525,"Yes","Basic","Bachelor","2/14/11","Employed","F",76731,"Urban","Married",64,2,68,0,1,"Special Auto","Special L3","Offer2","Agent",201.455005,"Four-Door Car","Medsize",3715.89210972333,43.8924970139391
